x,y,z
690950.0856513283,5336190.9022962125,-24
690949.8284086983,5336191.014090608,-24
690949.5700331595,5336191.12626734,-24
690949.3105517759,5336191.23881046,-24
690949.0499916114,5336191.351704022,-24
690948.7883797307,5336191.46493208,-24
690948.5257431973,5336191.57847869,-24
690948.2621090758,5336191.6923279045,-24
690947.9975044301,5336191.806463778,-24
690947.7319563242,5336191.920870363,-24
690947.4654918223,5336192.035531716,-24
690947.1981379886,5336192.15043189,-24
690946.9513263078,5336192.256373285,-24
690946.7070695043,5336192.361092473,-24
690946.4621423074,5336192.465971442,-24
690946.2165649903,5336192.570998247,-24
690945.9703578267,5336192.676160943,-24
690945.7235410898,5336192.781447585,-24
690945.4761350533,5336192.886846228,-24
690945.2281599906,5336192.992344928,-24
690944.9796361753,5336193.097931739,-24
690944.7305838808,5336193.203594715,-24
690944.4810233804,5336193.309321913,-24
690944.2309749478,5336193.415101388,-24
690943.9804588567,5336193.520921193,-24
690943.7294953802,5336193.626769384,-24
690943.4781047918,5336193.732634018,-24
690943.2263073653,5336193.8385031475,-24
690942.974123374,5336193.944364828,-24
690942.7215730913,5336194.050207115,-24
690942.468676791,5336194.156018063,-24
690942.215454746,5336194.261785728,-24
690941.9619272304,5336194.367498163,-24
690941.7081145173,5336194.473143428,-24
690941.4540368803,5336194.578709572,-24
690941.1997145929,5336194.684184652,-24
690940.9451679287,5336194.789556723,-24
690940.6904171609,5336194.894813841,-24
690940.4354825633,5336194.999944061,-24
690940.1803844091,5336195.104935437,-24
690939.9251429721,5336195.209776026,-24
690939.6697785256,5336195.31445388,-24
690939.4143113429,5336195.4189570565,-24
690939.1587616978,5336195.523273609,-24
690938.9031498637,5336195.6273915935,-24
690938.647496114,5336195.731299064,-24
690938.3911834789,5336195.835242209,-24
690938.1328622471,5336195.939760973,-24
690937.8745605787,5336196.04402811,-24
690937.6162993831,5336196.148031301,-24
690937.3580995695,5336196.251758225,-24
690937.0999820468,5336196.355196563,-24
690936.841967724,5336196.458333995,-24
690936.5840775106,5336196.5611582035,-24
690936.3263323153,5336196.663656868,-24
690936.0687530475,5336196.765817667,-24
690935.8113606161,5336196.867628285,-24
690935.5541759302,5336196.9690764,-24
690935.297219899,5336197.070149692,-24
690935.0405134317,5336197.170835841,-24
690934.7840774372,5336197.271122532,-24
690934.5279328247,5336197.37099744,-24
690934.2721005033,5336197.470448248,-24
690934.016601382,5336197.569462639,-24
690933.76145637,5336197.668028288,-24
690933.5066863765,5336197.766132879,-24
690933.2523123104,5336197.863764093,-24
690932.998355081,5336197.96090961,-24
690932.7448355971,5336198.057557108,-24
690932.4917747682,5336198.153694271,-24
690932.2391935032,5336198.249308777,-24
690931.9871127112,5336198.344388308,-24
690931.7355533012,5336198.438920544,-24
690931.4845361825,5336198.532893166,-24
690931.2340822641,5336198.626293854,-24
690930.9842124551,5336198.719110289,-24
690930.7349476647,5336198.81133015,-24
690930.486308802,5336198.902941119,-24
690930.2383167759,5336198.993930876,-24
690929.9909924956,5336199.084287102,-24
690929.7443568702,5336199.173997478,-24
690929.4684534481,5336199.27387706,-24
690929.19249917,5336199.373260324,-24
690928.9175042639,5336199.471773876,-24
690928.6434985864,5336199.56940012,-24
690928.370511994,5336199.666121467,-24
690928.0985743437,5336199.761920325,-24
690927.827715492,5336199.856779105,-24
690927.5579652954,5336199.950680211,-24
690927.2893536106,5336200.043606057,-24
690927.0219102947,5336200.135539047,-24
690926.7556652037,5336200.226461593,-24
690926.4906481944,5336200.316356103,-24
690926.2268891237,5336200.405204984,-24
690925.9644178483,5336200.492990647,-24
690925.7032642245,5336200.579695499,-24
690925.443458109,5336200.66530195,-24
690925.1850293588,5336200.749792406,-24
690924.9280078303,5336200.8331492795,-24
690924.6724233801,5336200.915354976,-24
690924.4183058648,5336200.996391908,-24
690924.1656851413,5336201.07624248,-24
690923.9145910662,5336201.154889103,-24
690923.665053496,5336201.232314184,-24
690923.4171022874,5336201.308500134,-24
690923.1707672972,5336201.38342936,-24
690922.9260783817,5336201.457084271,-24
690922.6830653979,5336201.529447276,-24
690922.4417582024,5336201.600500783,-24
690922.2021866516,5336201.670227203,-24
690921.9643806025,5336201.738608941,-24
690921.6898427223,5336201.816486916,-24
690921.3843940556,5336201.901737149,-24
690921.0821412014,5336201.98458388,-24
690920.7831509084,5336202.064987778,-24
690920.4874899262,5336202.142909516,-24
690920.1952250039,5336202.218309766,-24
690919.9064228906,5336202.291149199,-24
690919.6211503359,5336202.361388487,-24
690919.3394740889,5336202.428988303,-24
690919.0614608988,5336202.493909318,-24
690918.7871775152,5336202.556112205,-24
690918.5166906869,5336202.615557632,-24
690918.2500671634,5336202.672206275,-24
690917.987373694,5336202.726018806,-24
690917.7286770279,5336202.776955893,-24
690917.4740439142,5336202.824978212,-24
690917.2235411026,5336202.870046431,-24
690916.9772353418,5336202.912121225,-24
690916.7351933817,5336202.951163265,-24
690916.497481971,5336202.987133222,-24
690916.2641678593,5336203.0199917685,-24
690916.0353177957,5336203.049699576,-24
690915.8109985294,5336203.076217316,-24
690915.5171234206,5336203.106729336,-24
690915.0268249663,5336203.145615142,-24
690914.5628559311,5336203.1661576815,-24
690914.2212141476,5336203.169182182,-24
690914.0277196591,5336203.166159879,-24
690913.8344299393,5336203.159916608,-24
690913.6414031264,5336203.150531583,-24
690913.4486973593,5336203.138084018,-24
690913.2563707768,5336203.1226531295,-24
690913.0644815176,5336203.10431813,-24
690912.8505469932,5336203.080479718,-24
690912.5780298213,5336203.045031363,-24
690912.3068277242,5336203.004222915,-24
690912.0371105272,5336202.958285759,-24
690911.7690480547,5336202.907451285,-24
690911.5028101313,5336202.851950879,-24
690911.2385665821,5336202.792015927,-24
690910.9739392026,5336202.727231535,-24
690910.70555619,5336202.656734233,-24
690910.4398555047,5336202.582252344,-24
690910.1770246238,5336202.504041311,-24
690909.917251024,5336202.422356571,-24
690909.6607221818,5336202.337453558,-24
690909.407625574,5336202.249587713,-24
690909.1489655309,5336202.155605591,-24
690908.886548069,5336202.055948515,-24
690908.6287217861,5336201.953810584,-24
690908.3757159623,5336201.84950419,-24
690908.1277598769,5336201.743341728,-24
690907.8850828095,5336201.635635595,-24
690907.6416377467,5336201.523765515,-24
690907.3821197455,5336201.4002271835,-24
690907.1301824293,5336201.275982227,-24
690906.8861512966,5336201.151474138,-24
690906.6503518455,5336201.027146408,-24
690906.4231095738,5336200.903442533,-24
690906.1778733169,5336200.765446175,-24
690905.9270271192,5336200.619149036,-24
690905.6903479935,5336200.475943166,-24
690905.4684155044,5336200.336618224,-24
690905.2618092159,5336200.20196387,-24
690905.0051723392,5336200.026843692,-24
690904.7771771115,5336199.862028139,-24
690904.5827103459,5336199.711836313,-24
690904.3120859436,5336199.475216417,-24
690904.2095354437,5336199.3446927145,-24
690904.1509105496,5336199.083523848,-24
690904.1149676108,5336198.966039436,-24
690904.0220083512,5336198.728930854,-24
690903.8740950647,5336198.353357242,-24
690903.7956969021,5336198.154275226,-24
690903.7095622495,5336197.935539227,-24
690903.6159773896,5336197.697876729,-24
690903.5152286056,5336197.442015223,-24
690903.4076021796,5336197.168682197,-24
690903.2933843947,5336196.8786051385,-24
690903.1728615337,5336196.572511536,-24
690903.0672157804,5336196.304199173,-24
690902.9785726203,5336196.07906758,-24
690902.887351472,5336195.847387517,-24
690902.7936421313,5336195.609387171,-24
690902.6975343934,5336195.365294726,-24
690902.5991180541,5336195.115338364,-24
690902.498482909,5336194.85974627,-24
690902.3957187536,5336194.598746629,-24
690902.2909153833,5336194.332567624,-24
690902.1841625933,5336194.061437442,-24
690902.0755501799,5336193.7855842635,-24
690901.9651679383,5336193.505236273,-24
690901.8661045561,5336193.253636092,-24
690901.7712790121,5336193.012799422,-24
690901.6753858182,5336192.769251509,-24
690901.5784775516,5336192.523125953,-24
690901.4806067887,5336192.274556363,-24
690901.3818261068,5336192.023676344,-24
690901.2821880825,5336191.770619502,-24
690901.1817452929,5336191.515519443,-24
690901.0805503145,5336191.258509772,-24
690900.9786557246,5336190.999724097,-24
690900.8761140995,5336190.73929602,-24
690900.7729780169,5336190.477359151,-24
690900.6693000529,5336190.214047093,-24
690900.5651327848,5336189.949493455,-24
690900.4640145568,5336189.692684583,-24
690900.3648626038,5336189.440870568,-24
690900.265410635,5336189.188295786,-24
690900.165702965,5336188.935072849,-24
690900.0657839085,5336188.681314364,-24
690899.9656977799,5336188.427132943,-24
690899.865488894,5336188.172641194,-24
690899.7652015651,5336187.917951732,-24
690899.6648801081,5336187.663177162,-24
690899.5645688374,5336187.408430097,-24
690899.4643120675,5336187.153823147,-24
690899.3641541133,5336186.899468919,-24
690899.2641392893,5336186.645480027,-24
690899.1643119099,5336186.39196908,-24
690899.0647162899,5336186.139048688,-24
690898.9623773436,5336185.879163873,-24
690898.8588877366,5336185.6163593605,-24
690898.7558004982,5336185.3545791,-24
690898.6531662793,5336185.0939518,-24
690898.5510357306,5336184.8346061725,-24
690898.4494595028,5336184.57667093,-24
690898.3484882468,5336184.320274781,-24
690898.2481726129,5336184.065546441,-24
690898.1485632521,5336183.812614615,-24
690898.0497108151,5336183.561608021,-24
690897.9516659523,5336183.312655365,-24
690897.854479315,5336183.065885361,-24
690897.7582015534,5336182.8214267185,-24
690897.6628833184,5336182.57940815,-24
690897.5622221038,5336182.323827736,-24
690897.4528451638,5336182.046123291,-24
690897.3450200658,5336181.772364758,-24
690897.2388290032,5336181.502761004,-24
690897.1343541684,5336181.237520888,-24
690897.0316777547,5336180.976853279,-24
690896.9308819546,5336180.720967042,-24
690896.8320489613,5336180.47007104,-24
690896.7352609676,5336180.224374138,-24
690896.6406001663,5336179.984085201,-24
690896.5481487503,5336179.749413093,-24
690896.4579889126,5336179.520566679,-24
690896.3580284282,5336179.266855439,-24
690896.2230614456,5336178.924315606,-24
690896.0947710729,5336178.598748335,-24
690895.973495678,5336178.291013471,-24
690895.8595736297,5336178.001970861,-24
690895.7533432959,5336177.732480348,-24
690895.6954314703,5336177.585584153,-24
690895.6485033111,5336177.466556276,-24
690895.5619575329,5336177.247061978,-24
690895.4594573253,5336176.987139871,-24
690895.3633036589,5336176.743350159,-24
690895.2638676054,5336176.491281796,-24
690895.1623050325,5336176.233872187,-24
690895.0663473131,5336175.990715903,-24
690894.9647994754,5336175.733444197,-24
690894.8656984691,5336175.482416256,-24
690894.7670467253,5336175.232560942,-24
690894.6673205366,5336174.980006315,-24
690894.5677761881,5336174.727919279,-24
690894.4698626678,5336174.47995554,-24
690894.3670861531,5336174.219657879,-24
690894.271268943,5336173.976961791,-24
690894.1718783183,5336173.725186335,-24
690894.0661812194,5336173.45740234,-24
690893.9884739595,5336173.260509152,-24
690893.9067334848,5336173.053377652,-24
690893.8206311258,5336172.835172975,-24
690893.6762798561,5336172.469321093,-24
690893.5825601454,5336172.231792499,-24
690893.49749596,5336172.016201758,-24
690893.4084078445,5336171.7904131645,-24
690893.3154270758,5336171.554759332,-24
690893.2186849312,5336171.309572871,-24
690893.1183126874,5336171.055186395,-24
690893.0144416214,5336170.791932517,-24
690892.9072030104,5336170.520143848,-24
690892.7967281309,5336170.240153002,-24
690892.6831482603,5336169.9522925895,-24
690892.5665946753,5336169.656895227,-24
690892.4728603072,5336169.419331405,-24
690892.380401616,5336169.185000445,-24
690892.2864077761,5336168.946778446,-24
690892.1909370321,5336168.704812981,-24
690892.0940476288,5336168.459251624,-24
690891.9957978108,5336168.2102419445,-24
690891.8962458228,5336167.957931518,-24
690891.7954499095,5336167.702467916,-24
690891.6934683154,5336167.443998711,-24
690891.5903592855,5336167.182671477,-24
690891.4861810642,5336166.918633787,-24
690891.3809918963,5336166.652033212,-24
690891.2748500262,5336166.383017326,-24
690891.1678136991,5336166.111733702,-24
690891.0652200321,5336165.851709275,-24
690890.967943594,5336165.605160722,-24
690890.870082288,5336165.35712912,-24
690890.7716780017,5336165.107720599,-24
690890.672772623,5336164.857041287,-24
690890.5734080395,5336164.605197315,-24
690890.4736261392,5336164.352294812,-24
690890.3734688096,5336164.098439909,-24
690890.2729779386,5336163.843738734,-24
690890.1721954141,5336163.588297418,-24
690890.0711631236,5336163.332222091,-24
690889.969922955,5336163.075618882,-24
690889.868516796,5336162.81859392,-24
690889.7669865346,5336162.561253337,-24
690889.6653740582,5336162.303703262,-24
690889.5637212549,5336162.046049823,-24
690889.4619038801,5336161.787978063,-24
690889.359839697,5336161.529279491,-24
690889.257861878,5336161.270798538,-24
690889.1560128782,5336161.012642772,-24
690889.0543351525,5336160.754919762,-24
690888.9528711562,5336160.4977370715,-24
690888.8516633441,5336160.24120227,-24
690888.7507541715,5336159.985422925,-24
690888.6501860934,5336159.730506602,-24
690888.5500015649,5336159.476560869,-24
690888.4502430412,5336159.2236932935,-24
690888.3509529771,5336158.972011442,-24
690888.2521738277,5336158.721622882,-24
690888.1539480484,5336158.472635183,-24
690888.056318094,5336158.225155906,-24
690887.9593264196,5336157.979292623,-24
690887.8589506417,5336157.724848847,-24
690887.7512123331,5336157.451739132,-24
690887.6444575256,5336157.181119761,-24
690887.5387471622,5336156.913145141,-24
690887.4341421858,5336156.647969682,-24
690887.3307035393,5336156.385747794,-24
690887.2284921656,5336156.126633883,-24
690887.1275690077,5336155.870782363,-24
690887.0279950083,5336155.618347641,-24
690886.9298311105,5336155.369484127,-24
690886.8331382574,5336155.124346228,-24
690886.7379773916,5336154.883088355,-24
690886.644409456,5336154.645864917,-24
690886.5524953938,5336154.412830324,-24
690886.4587628442,5336154.175180544,-24
690886.3412043839,5336153.877115164,-24
690886.2269610065,5336153.587446391,-24
690886.116177775,5336153.306541766,-24
690886.008999752,5336153.034768832,-24
690885.9055720004,5336152.77249513,-24
690885.806039583,5336152.5200881995,-24
690885.7105475627,5336152.277915584,-24
690885.6192410022,5336152.046344823,-24
690885.5322649644,5336151.82574346,-24
690885.449764512,5336151.616479035,-24
690885.336757955,5336151.329806054,-24
690885.2002608036,5336150.98348073,-24
690885.0842109956,5336150.688951376,-24
690884.9897649067,5336150.449147866,-24
690884.9180789127,5336150.267000078,-24
690884.8610637618,5336150.121874426,-24
690884.8033406421,5336149.973954855,-24
690884.7803200904,5336149.914946086,-24
690884.713462507,5336149.743142008,-24
690884.6217867758,5336149.507173426,-24
690884.5061306121,5336149.209226006,-24
690884.3673317317,5336148.851485414,-24
690884.2062278502,5336148.436137316,-24
690884.0853764282,5336148.1245209975,-24
690884.0096011015,5336147.929122346,-24
690883.9305680899,5336147.725317266,-24
690883.8483301952,5336147.51324352,-24
690883.7629402186,5336147.29303887,-24
690883.6744509618,5336147.064841081,-24
690883.5829152261,5336146.828787917,-24
690883.4883858134,5336146.585017139,-24
690883.3909155253,5336146.333666512,-24
690883.2905571628,5336146.0748737985,-24
690883.1873635278,5336145.808776761,-24
690883.081387422,5336145.535513167,-24
690882.9726816466,5336145.2552207755,-24
690882.8612990032,5336144.968037351,-24
690882.7472922936,5336144.674100656,-24
690882.6307143188,5336144.373548456,-24
690882.5116178811,5336144.0665185135,-24
690882.3987113088,5336143.775460754,-24
690882.3120535179,5336143.552078834,-24
690882.2242232164,5336143.325683631,-24
690882.135238668,5336143.096322795,-24
690882.0451181363,5336142.864043978,-24
690881.9538798854,5336142.628894829,-24
690881.8615421782,5336142.390923002,-24
690881.768123279,5336142.150176147,-24
690881.673641451,5336141.906701915,-24
690881.5781149581,5336141.660547959,-24
690881.4815620639,5336141.411761927,-24
690881.384001032,5336141.160391473,-24
690881.2854501262,5336140.906484248,-24
690881.1859276098,5336140.650087903,-24
690881.0854517468,5336140.391250091,-24
690880.9840408007,5336140.130018458,-24
690880.8817130352,5336139.86644066,-24
690880.7784867138,5336139.600564347,-24
690880.6743801003,5336139.332437172,-24
690880.5694114583,5336139.062106782,-24
690880.4635990515,5336138.789620832,-24
690880.3569611433,5336138.515026971,-24
690880.2495159978,5336138.238372852,-24
690880.1412818782,5336137.959706127,-24
690880.0322770483,5336137.679074444,-24
690879.9325598878,5336137.422370968,-24
690879.8393669904,5336137.182478029,-24
690879.7456604488,5336136.941277669,-24
690879.651451258,5336136.698798574,-24
690879.5567504129,5336136.455069429,-24
690879.4615689086,5336136.210118924,-24
690879.3659177403,5336135.963975746,-24
690879.2698079025,5336135.716668579,-24
690879.1732503908,5336135.4682261115,-24
690879.0762562,5336135.218677032,-24
690878.9788363249,5336134.9680500245,-24
690878.8810017608,5336134.716373777,-24
690878.7827635028,5336134.463676977,-24
690878.6841325456,5336134.20998831,-24
690878.5851198843,5336133.955336465,-24
690878.4857365141,5336133.699750126,-24
690878.38599343,5336133.443257982,-24
690878.2859016268,5336133.185888721,-24
690878.1854720997,5336132.927671025,-24
690878.0847158438,5336132.668633586,-24
690877.9836438539,5336132.408805088,-24
690877.8822671252,5336132.148214219,-24
690877.7805966527,5336131.886889667,-24
690877.6786434312,5336131.624860115,-24
690877.576418456,5336131.362154255,-24
690877.473932722,5336131.098800769,-24
690877.371197224,5336130.834828348,-24
690877.2682229574,5336130.570265676,-24
690877.1650209173,5336130.305141441,-24
690877.0638845613,5336130.045347146,-24
690876.9660972337,5336129.794177804,-24
690876.8681356446,5336129.542582942,-24
690876.7700090358,5336129.29058667,-24
690876.6717266502,5336129.038213104,-24
690876.5732977298,5336128.785486357,-24
690876.474731517,5336128.532430543,-24
690876.3760372541,5336128.279069777,-24
690876.2772241834,5336128.02542817,-24
690876.1783015472,5336127.771529839,-24
690876.0792785881,5336127.5173988985,-24
690875.9801645479,5336127.26305946,-24
690875.8809686694,5336127.008535638,-24
690875.7817001946,5336126.753851548,-24
690875.6823683659,5336126.499031301,-24
690875.5829824259,5336126.244099013,-24
690875.4835516165,5336125.989078797,-24
690875.3840851804,5336125.73399477,-24
690875.2845923594,5336125.478871041,-24
690875.1850823965,5336125.223731726,-24
690875.0855645335,5336124.968600941,-24
690874.986048013,5336124.713502797,-24
690874.8865420772,5336124.45846141,-24
690874.7870559683,5336124.203500893,-24
690874.6875989289,5336123.948645361,-24
690874.588180201,5336123.693918925,-24
690874.4888090274,5336123.439345702,-24
690874.38949465,5336123.184949805,-24
690874.2902463111,5336122.930755348,-24
690874.1910732533,5336122.676786444,-24
690874.0919847187,5336122.423067208,-24
690873.9913746876,5336122.165486657,-24
690873.8889647219,5336121.903334259,-24
690873.7866756591,5336121.64152856,-24
690873.6845177651,5336121.380096341,-24
690873.5825013048,5336121.119064387,-24
690873.4806365438,5336120.858459481,-24
690873.3789337476,5336120.598308405,-24
690873.2774031815,5336120.338637944,-24
690873.1760551111,5336120.079474881,-24
690873.0748998014,5336119.820845999,-24
690872.9739475183,5336119.56277808,-24
690872.8732085268,5336119.305297909,-24
690872.7726930925,5336119.048432268,-24
690872.6724114808,5336118.792207941,-24
690872.572373957,5336118.536651712,-24
690872.4725907866,5336118.281790363,-24
690872.3730722351,5336118.027650677,-24
690872.2738285678,5336117.774259437,-24
690872.1748700502,5336117.521643428,-24
690872.0762069474,5336117.269829432,-24
690871.9778495252,5336117.018844233,-24
690871.8798080488,5336116.768714613,-24
690871.7820927837,5336116.519467357,-24
690871.6847139952,5336116.271129247,-24
690871.5876819488,5336116.023727066,-24
690871.4910069098,5336115.777287598,-24
690871.3946991437,5336115.531837626,-24
690871.298768916,5336115.287403934,-24
690871.2032264919,5336115.044013304,-24
690871.108082137,5336114.80169252,-24
690871.0050737839,5336114.539407442,-24
690870.8968080855,5336114.263809859,-24
690870.789111505,5336113.989738387,-24
690870.6819996034,5336113.717233627,-24
690870.5754879407,5336113.446336178,-24
690870.4695920778,5336113.177086638,-24
690870.3643275751,5336112.909525607,-24
690870.2597099933,5336112.643693681,-24
690870.1557548929,5336112.379631461,-24
690870.052477834,5336112.117379545,-24
690869.9498943778,5336111.85697853,-24
690869.8480200846,5336111.598469019,-24
690869.7468705148,5336111.341891606,-24
690869.646461229,5336111.087286893,-24
690869.5468077878,5336110.834695476,-24
690869.4479257519,5336110.584157957,-24
690869.3498306815,5336110.335714931,-24
690869.2525381374,5336110.089406999,-24
690869.1560636802,5336109.8452747585,-24
690869.0604228702,5336109.603358808,-24
690868.965631268,5336109.363699749,-24
690868.8717044344,5336109.126338176,-24
690868.7786579296,5336108.891314691,-24
690868.6865073144,5336108.65866989,-24
690868.5952681493,5336108.428444374,-24
690868.5049559947,5336108.200678742,-24
690868.3933685125,5336107.919430771,-24
690868.2678347704,5336107.603274175,-24
690868.144305676,5336107.292431857,-24
690868.0228264602,5336106.987021829,-24
690867.9034423542,5336106.687162101,-24
690867.7954764691,5336106.416238551,-24
690867.70324318,5336106.184980045,-24
690867.610925141,5336105.953674569,-24
690867.5185274166,5336105.722332428,-24
690867.4260550716,5336105.490963937,-24
690867.3335131706,5336105.259579399,-24
690867.2409067781,5336105.0281891255,-24
690867.1482409589,5336104.796803425,-24
690867.0555207777,5336104.565432606,-24
690866.962751299,5336104.334086978,-24
690866.8699375875,5336104.102776849,-24
690866.7770847079,5336103.871512526,-24
690866.6841977247,5336103.6403043205,-24
690866.5878932683,5336103.400735919,-24
690866.485691916,5336103.14665832,-24
690866.3834685319,5336102.892687667,-24
690866.2812298505,5336102.638837667,-24
690866.1789826058,5336102.385122028,-24
690866.076733532,5336102.131554457,-24
690865.9744893635,5336101.878148659,-24
690865.8722568343,5336101.6249183435,-24
690865.7700426787,5336101.371877216,-24
690865.667853631,5336101.119038981,-24
690865.565696425,5336100.866417351,-24
690865.4635777954,5336100.6140260305,-24
690865.3615044762,5336100.361878725,-24
690865.2594832017,5336100.109989143,-24
690865.157520706,5336099.858370991,-24
690865.0556237231,5336099.607037976,-24
690864.9537989873,5336099.356003804,-24
690864.8504336973,5336099.101292266,-24
690864.7467443475,5336098.845901576,-24
690864.6431514313,5336098.590865088,-24
690864.5396620947,5336098.3361973455,-24
690864.4362834838,5336098.081912894,-24
690864.3330227447,5336097.828026281,-24
690864.2298870236,5336097.57455205,-24
690864.1268834661,5336097.321504747,-24
690864.0240192189,5336097.068898915,-24
690863.9213014276,5336096.816749102,-24
690863.8187372385,5336096.565069853,-24
690863.7163337977,5336096.313875714,-24
690863.6140982511,5336096.063181227,-24
690863.512037745,5336095.813000941,-24
690863.4101594255,5336095.563349398,-24
690863.3084704382,5336095.314241146,-24
690863.2049093777,5336095.060625719,-24
690863.0998870158,5336094.803510193,-24
690862.9950917257,5336094.547026655,-24
690862.8905314751,5336094.291191323,-24
690862.7862142315,5336094.036020415,-24
690862.6821479629,5336093.781530148,-24
690862.5783406368,5336093.527736741,-24
690862.4748002208,5336093.274656411,-24
690862.3715346827,5336093.022305374,-24
690862.26855199,5336092.770699849,-24
690862.1658601108,5336092.519856054,-24
690862.0634670123,5336092.269790206,-24
690861.9613806623,5336092.020518524,-24
690861.8596090287,5336091.772057223,-24
690861.7581600788,5336091.524422522,-24
690861.6570417807,5336091.277630637,-24
690861.5512545925,5336091.019478753,-24
690861.4452108206,5336090.760733324,-24
690861.3395634813,5336090.502984208,-24
690861.2343219606,5336090.246250514,-24
690861.1294956458,5336089.990551344,-24
690861.025093923,5336089.7359058065,-24
690860.9211261794,5336089.482333006,-24
690860.8176018014,5336089.229852051,-24
690860.7145301754,5336088.978482043,-24
690860.6119206887,5336088.72824209,-24
690860.5097827275,5336088.479151299,-24
690860.4081256785,5336088.231228775,-24
690860.3069589287,5336087.984493623,-24
690860.2062918643,5336087.738964949,-24
690860.1057107236,5336087.493629686,-24
690859.9982158068,5336087.231407976,-24
690859.8913364391,5336086.970659719,-24
690859.785084415,5336086.711408923,-24
690859.6794715294,5336086.453679594,-24
690859.5745095764,5336086.197495741,-24
690859.4702103509,5336085.942881368,-24
690859.3665856473,5336085.689860485,-24
690859.2636472599,5336085.438457095,-24
690859.1614069836,5336085.188695207,-24
690859.0598766129,5336084.940598829,-24
690858.9590679418,5336084.694191966,-24
690858.8589927654,5336084.449498626,-24
690858.7596628781,5336084.206542815,-24
690858.6578228336,5336083.957352427,-24
690858.5495185895,5336083.692230903,-24
690858.4421750212,5336083.429335589,-24
690858.3358081775,5336083.168699147,-24
690858.2304341077,5336082.910354247,-24
690858.1260688611,5336082.654333553,-24
690858.0227284868,5336082.400669735,-24
690857.9204290338,5336082.149395458,-24
690857.8191865515,5336081.90054339,-24
690857.7190170889,5336081.654146195,-24
690857.6199366951,5336081.410236544,-24
690857.5219614193,5336081.168847101,-24
690857.4251073109,5336080.930010533,-24
690857.2869509638,5336080.588935815,-24
690857.1467755777,5336080.242365913,-24
690857.0092480554,5336079.901790977,-24
690856.89388815,5336079.615660032,-24
690856.8171312651,5336079.425169809,-24
690856.7420925279,5336079.238915749,-24
690856.6687094744,5336079.056741713,-24
690856.5969196394,5336078.878491557,-24
690856.5027711535,5336078.644673831,-24
690856.3962781942,5336078.380117915,-24
690856.2931026963,5336078.123710315,-24
690856.1930037074,5336077.874848728,-24
690856.0957402751,5336077.632930846,-24
690855.9968687189,5336077.386893432,-24
690855.8917361177,5336077.125128249,-24
690855.7893000196,5336076.869915294,-24
690855.6892015697,5336076.620357546,-24
690855.5910819127,5336076.375557977,-24
690855.4899519391,5336076.123054175,-24
690855.3880816287,5336075.86849246,-24
690855.2871965304,5336075.61617777,-24
690855.1868562779,5336075.36500933,-24
690855.0870040223,5336075.114847604,-24
