x,y,z
691051.134517857,5336150.546136218,-24
691051.0898077115,5336150.562955915,-24
691051.0450021287,5336150.579818463,-24
691051.0000603752,5336150.596740196,-24
691050.9549417178,5336150.613737455,-24
691050.9096054237,5336150.630826575,-24
691050.8640107596,5336150.648023892,-24
691050.8181169926,5336150.665345748,-24
691050.7718833897,5336150.6828084765,-24
691050.7252692175,5336150.700428417,-24
691050.6782337432,5336150.718221907,-24
691050.6307362334,5336150.736205281,-24
691050.5827359556,5336150.754394881,-24
691050.5341921762,5336150.772807042,-24
691050.4850641623,5336150.791458102,-24
691050.4353111809,5336150.810364397,-24
691050.3848924987,5336150.829542266,-24
691050.3337673831,5336150.849008047,-24
691050.2818951005,5336150.868778076,-24
691050.2292349181,5336150.888868691,-24
691050.1757461028,5336150.9092962295,-24
691050.1213879215,5336150.930077028,-24
691050.0661196411,5336150.951227427,-24
691050.0099005285,5336150.972763761,-24
691049.9526898506,5336150.994702369,-24
691049.8944468745,5336151.017059587,-24
691049.8351308671,5336151.039851754,-24
691049.7747010952,5336151.063095206,-24
691049.7131168258,5336151.086806282,-24
691049.6503373256,5336151.111001319,-24
691049.586321862,5336151.135696653,-24
691049.5078391676,5336151.16600566,-24
691049.3843787333,5336151.213770192,-24
691049.2583433223,5336151.262634575,-24
691049.129778061,5336151.312577915,-24
691048.9987280753,5336151.363579313,-24
691048.8652384912,5336151.415617874,-24
691048.7293544351,5336151.4686727,-24
691048.5911210331,5336151.522722894,-24
691048.4505834111,5336151.577747561,-24
691048.3077866955,5336151.633725802,-24
691048.1627760123,5336151.690636723,-24
691048.0155964877,5336151.748459425,-24
691047.8662932478,5336151.807173013,-24
691047.7149114186,5336151.866756586,-24
691047.5614961265,5336151.927189253,-24
691047.4060924973,5336151.988450115,-24
691047.2487456574,5336152.050518273,-24
691047.0895007328,5336152.113372835,-24
691046.9284028498,5336152.176992901,-24
691046.7654971343,5336152.241357572,-24
691046.6008287126,5336152.306445957,-24
691046.4344427108,5336152.372237154,-24
691046.2663842549,5336152.43871027,-24
691046.0966984712,5336152.505844406,-24
691045.9254304859,5336152.573618667,-24
691045.7526254248,5336152.642012154,-24
691045.5783284144,5336152.711003972,-24
691045.4025845805,5336152.780573223,-24
691045.2254390495,5336152.850699012,-24
691045.0469369474,5336152.921360441,-24
691044.8671234004,5336152.992536614,-24
691044.6860435345,5336153.064206633,-24
691044.5037424761,5336153.136349602,-24
691044.320265351,5336153.208944624,-24
691044.1356572855,5336153.281970804,-24
691043.9499634058,5336153.355407243,-24
691043.7632288379,5336153.429233044,-24
691043.5754987079,5336153.503427313,-24
691043.3868181423,5336153.577969151,-24
691043.1972322667,5336153.65283766,-24
691043.0067862074,5336153.728011947,-24
691042.815525091,5336153.803471113,-24
691042.6234940428,5336153.879194261,-24
691042.4307381896,5336153.955160494,-24
691042.2373026574,5336154.031348917,-24
691042.043232572,5336154.107738633,-24
691041.84857306,5336154.184308744,-24
691041.6533692472,5336154.261038354,-24
691041.4576662597,5336154.3379065655,-24
691041.2615092241,5336154.414892483,-24
691041.064943266,5336154.491975209,-24
691040.8680135118,5336154.569133846,-24
691040.6707650875,5336154.6463474985,-24
691040.4732431193,5336154.72359527,-24
691040.2754927333,5336154.8008562615,-24
691040.0775590558,5336154.878109579,-24
691039.8794872126,5336154.9553343225,-24
691039.6813223301,5336155.0325096,-24
691039.4831095345,5336155.109614511,-24
691039.2568699959,5336155.197511784,-24
691038.9871423853,5336155.302176586,-24
691038.7126551904,5336155.408559938,-24
691038.4335852471,5336155.516597527,-24
691038.1501093919,5336155.626225034,-24
691037.862404461,5336155.737378146,-24
691037.5706472907,5336155.849992546,-24
691037.2750147174,5336155.9640039215,-24
691036.9756835769,5336156.079347957,-24
691036.672830706,5336156.195960335,-24
691036.3666329408,5336156.313776743,-24
691036.0572671173,5336156.432732864,-24
691035.7449100722,5336156.552764384,-24
691035.4297386415,5336156.673806988,-24
691035.1119296614,5336156.795796359,-24
691034.7916599683,5336156.9186681835,-24
691034.4691063985,5336157.042358146,-24
691034.1444457881,5336157.166801931,-24
691033.8178549737,5336157.291935224,-24
691033.4895107911,5336157.417693709,-24
691033.159590077,5336157.544013072,-24
691032.8282696675,5336157.670828996,-24
691032.4957263985,5336157.798077169,-24
691032.1621371069,5336157.925693272,-24
691031.8276786287,5336158.053612991,-24
691031.4925277999,5336158.181772013,-24
691031.1568614572,5336158.31010602,-24
691030.8208564366,5336158.4385506995,-24
691030.4846895743,5336158.567041735,-24
691030.1485377069,5336158.695514811,-24
691029.8125776703,5336158.823905612,-24
691029.4769863011,5336158.952149825,-24
691029.1419404354,5336159.0801831335,-24
691028.8076169093,5336159.207941221,-24
691028.4741925593,5336159.3353597745,-24
691028.1418442216,5336159.462374477,-24
691027.8107487323,5336159.588921014,-24
691027.481082928,5336159.714935072,-24
691027.1530236448,5336159.840352334,-24
691026.826747719,5336159.965108484,-24
691026.5024319867,5336160.08913921,-24
691026.1802532843,5336160.212380195,-24
691025.8603884481,5336160.334767124,-24
691025.5430143144,5336160.45623568,-24
691025.2283077191,5336160.57672155,-24
691024.916445499,5336160.696160419,-24
691024.6076044901,5336160.81448797,-24
691024.3019615286,5336160.93163989,-24
691023.9996934509,5336161.047551864,-24
691023.7009770933,5336161.162159573,-24
691023.4059892917,5336161.275398708,-24
691023.1149068829,5336161.387204949,-24
691022.8279067028,5336161.497513981,-24
691022.5451655877,5336161.606261491,-24
691022.266860374,5336161.713383163,-24
691021.993167898,5336161.818814682,-24
691021.7242649959,5336161.922491732,-24
691021.4603285037,5336162.024349999,-24
691021.2015352581,5336162.124325167,-24
691020.9936265956,5336162.204713756,-24
691020.8214428574,5336162.271297284,-24
691020.6525668172,5336162.336602809,-24
691020.4868661946,5336162.400682265,-24
691020.3242087094,5336162.463587596,-24
691020.1644620806,5336162.525370739,-24
691020.0074940281,5336162.586083633,-24
691019.8531722708,5336162.645778219,-24
691019.7013645286,5336162.704506436,-24
691019.551938521,5336162.762320222,-24
691019.4047619672,5336162.819271517,-24
691019.2597025869,5336162.87541226,-24
691019.1166280995,5336162.930794393,-24
691018.9754062241,5336162.985469851,-24
691018.8359046808,5336163.039490576,-24
691018.6979911887,5336163.092908506,-24
691018.5615334674,5336163.145775582,-24
691018.4263992361,5336163.198143742,-24
691018.2924562145,5336163.250064926,-24
691018.1595721222,5336163.301591074,-24
691018.0276146784,5336163.352774123,-24
691017.8964516026,5336163.403666015,-24
691017.7659506142,5336163.454318687,-24
691017.635979433,5336163.50478408,-24
691017.5064057781,5336163.555114133,-24
691017.377097369,5336163.605360784,-24
691017.2479219256,5336163.655575975,-24
691017.1187471668,5336163.705811643,-24
691016.9894408124,5336163.756119727,-24
691016.8598705818,5336163.80655217,-24
691016.7299041944,5336163.857160906,-24
691016.5994093698,5336163.907997879,-24
691016.4682538272,5336163.959115025,-24
691016.3363052862,5336164.010564285,-24
691016.2034314665,5336164.062397599,-24
691016.0695000872,5336164.114666904,-24
691015.934378868,5336164.167424142,-24
691015.7979355283,5336164.22072125,-24
691015.6600377876,5336164.274610169,-24
691015.5205533653,5336164.32914284,-24
691015.379349981,5336164.384371197,-24
691015.2362953539,5336164.440347183,-24
691015.0912572037,5336164.497122737,-24
691014.9441032497,5336164.554749798,-24
691014.7947012117,5336164.613280306,-24
691014.6429188086,5336164.672766198,-24
691014.4886237603,5336164.733259416,-24
691014.3316837864,5336164.794811899,-24
691014.1719666057,5336164.857475585,-24
691014.0093399384,5336164.9213024145,-24
691013.8436715036,5336164.986344326,-24
691013.6748290206,5336165.05265326,-24
691013.5026802093,5336165.120281153,-24
691013.3270927889,5336165.189279948,-24
691013.1479344789,5336165.259701583,-24
691012.9650729988,5336165.331597996,-24
691012.778376068,5336165.405021127,-24
691012.587711406,5336165.480022917,-24
691012.3929467323,5336165.556655304,-24
691012.0390398288,5336165.695963321,-24
691011.6196467943,5336165.861163997,-24
691011.1812656133,5336166.033959652,-24
691010.7245886108,5336166.214075259,-24
691010.250308112,5336166.401235786,-24
691009.7591164416,5336166.595166208,-24
691009.2517059247,5336166.795591494,-24
691008.7287688863,5336167.002236614,-24
691008.1909976517,5336167.214826542,-24
691007.6390845454,5336167.433086248,-24
691007.0737218928,5336167.656740702,-24
691006.4956020187,5336167.885514877,-24
691005.9054172481,5336168.119133743,-24
691005.303859906,5336168.357322273,-24
691004.6916223175,5336168.599805436,-24
691004.0693968077,5336168.846308205,-24
691003.4378757012,5336169.096555549,-24
691002.7977513234,5336169.350272442,-24
691002.1497159993,5336169.607183852,-24
691001.4944620535,5336169.867014754,-24
691000.8326818113,5336170.129490116,-24
691000.1650675979,5336170.39433491,-24
690999.4923117377,5336170.66127411,-24
690998.8151065562,5336170.930032682,-24
690998.1341443782,5336171.200335601,-24
690997.4501175289,5336171.471907837,-24
690996.763718333,5336171.744474363,-24
690996.0756391155,5336172.017760147,-24
690995.386572202,5336172.291490162,-24
690994.6972099168,5336172.565389381,-24
690994.0082445851,5336172.839182771,-24
690993.3203685321,5336173.112595307,-24
690992.6342740826,5336173.385351958,-24
690991.9506535615,5336173.657177695,-24
690991.2701992942,5336173.927797492,-24
690990.5936036055,5336174.196936317,-24
690989.9215588202,5336174.464319143,-24
690989.2547572633,5336174.729670941,-24
690988.5938912604,5336174.992716682,-24
690987.9396531358,5336175.253181336,-24
690987.2927352147,5336175.510789878,-24
690986.6538298222,5336175.765267275,-24
690986.0236292834,5336176.016338498,-24
690985.402825923,5336176.263728524,-24
690984.7921120664,5336176.507162317,-24
690984.1921800382,5336176.746364852,-24
690983.6037221636,5336176.981061101,-24
690983.0274307675,5336177.210976033,-24
690982.4639981751,5336177.43583462,-24
690981.9141167112,5336177.655361833,-24
690981.3784787009,5336177.869282645,-24
690980.8577764691,5336178.077322024,-24
690980.352702341,5336178.279204944,-24
690979.8639486413,5336178.474656374,-24
690979.3922076953,5336178.663401287,-24
690978.9381718278,5336178.845164654,-24
690978.502533364,5336179.019671445,-24
690978.0859846285,5336179.186646633,-24
690977.689217947,5336179.345815186,-24
690977.490768179,5336179.42532542,-24
690977.3057781114,5336179.4991331,-24
690977.1225682098,5336179.571942233,-24
690976.9411307393,5336179.643773076,-24
690976.7614579656,5336179.71464589,-24
690976.583542154,5336179.784580937,-24
690976.40737557,5336179.853598476,-24
690976.232950479,5336179.921718769,-24
690976.0602591466,5336179.988962073,-24
690975.889293838,5336180.055348654,-24
690975.7200468187,5336180.120898769,-24
690975.5525103546,5336180.18563268,-24
690975.3866767104,5336180.249570645,-24
690975.2225381521,5336180.312732928,-24
690975.0600869451,5336180.375139788,-24
690974.8993153546,5336180.436811486,-24
690974.7402156462,5336180.49776828,-24
690974.5827800853,5336180.558030434,-24
690974.4270009373,5336180.617618208,-24
690974.2728704679,5336180.67655186,-24
690974.1203809424,5336180.734851654,-24
690973.9695246262,5336180.7925378475,-24
690973.8202937846,5336180.849630704,-24
690973.6726806833,5336180.906150481,-24
690973.5266775875,5336180.962117441,-24
690973.3822767631,5336181.017551846,-24
690973.2394704751,5336181.072473953,-24
690973.0982509892,5336181.126904024,-24
690972.9586105708,5336181.18086232,-24
690972.8205414851,5336181.234369102,-24
690972.684035998,5336181.287444629,-24
690972.5490863743,5336181.340109163,-24
690972.4156848802,5336181.392382964,-24
690972.2838237808,5336181.4442862915,-24
690972.1534953417,5336181.495839408,-24
690972.024691828,5336181.547062574,-24
690971.8974055053,5336181.597976048,-24
690971.7716286391,5336181.648600093,-24
690971.6473534948,5336181.698954967,-24
690971.524572338,5336181.749060933,-24
690971.4032774341,5336181.798938249,-24
690971.2834610483,5336181.848607179,-24
690971.1651154464,5336181.89808798,-24
690971.0482328937,5336181.947400915,-24
690970.9328056555,5336181.9965662435,-24
690970.8188259974,5336182.045604226,-24
690970.7062861848,5336182.094535124,-24
690970.5951784834,5336182.1433791965,-24
690970.4854951584,5336182.192156705,-24
690970.3772284752,5336182.24088791,-24
690970.2703706992,5336182.289593072,-24
690970.1649140961,5336182.3382924525,-24
690970.0608509311,5336182.387006311,-24
690969.9581734699,5336182.435754905,-24
690969.8568739778,5336182.484558502,-24
690969.7569447203,5336182.533437358,-24
690969.6583779627,5336182.582411733,-24
690969.5611659708,5336182.631501891,-24
690969.470235388,5336182.678175269,-24
690969.4170152115,5336182.705981229,-24
690969.3640025479,5336182.734151715,-24
690969.3112114246,5336182.762662894,-24
690969.2586558694,5336182.791490932,-24
690969.2063499098,5336182.820611995,-24
690969.154307573,5336182.850002249,-24
690969.1025428871,5336182.8796378635,-24
690969.0510698792,5336182.909495002,-24
690968.9999025774,5336182.939549833,-24
690968.9490550088,5336182.969778522,-24
690968.8985412013,5336183.000157239,-24
690968.8483751821,5336183.030662146,-24
690968.7985709793,5336183.061269414,-24
690968.7491426199,5336183.091955207,-24
690968.700104132,5336183.122695694,-24
690968.6514695428,5336183.153467039,-24
690968.6032528798,5336183.184245409,-24
690968.5554681711,5336183.215006975,-24
690968.5081294439,5336183.245727899,-24
690968.4612507257,5336183.276384349,-24
690968.4148460442,5336183.306952492,-24
690968.3689294269,5336183.337408497,-24
690968.3235149015,5336183.367728526,-24
690968.2786164955,5336183.397888749,-24
690968.2342482366,5336183.427865333,-24
690968.190424152,5336183.4576344425,-24
690968.1471582697,5336183.487172246,-24
690968.1044646171,5336183.51645491,-24
690968.0623572218,5336183.545458601,-24
690968.0208501113,5336183.574159485,-24
690967.979957313,5336183.60253373,-24
