x,y,z
691092.086509577,5336134.8949290505,-24
691091.981255517,5336134.935115563,-24
691091.8766708367,5336134.975043783,-24
691091.772721786,5336135.014726731,-24
691091.6693746148,5336135.054177433,-24
691091.5665955726,5336135.093408912,-24
691091.4643509092,5336135.13243419,-24
691091.3626068746,5336135.17126629,-24
691091.261329718,5336135.209918238,-24
691091.1604856898,5336135.248403054,-24
691091.0600410394,5336135.286733762,-24
691090.9599620166,5336135.324923386,-24
691090.8602148711,5336135.362984948,-24
691090.7607658529,5336135.400931473,-24
691090.6615812115,5336135.438775983,-24
691090.5626271969,5336135.4765315,-24
691090.4638700585,5336135.514211048,-24
691090.3652760464,5336135.551827652,-24
691090.2668114102,5336135.589394334,-24
691090.1684423997,5336135.626924116,-24
691090.0701352645,5336135.664430023,-24
691089.9718562549,5336135.701925077,-24
691089.87357162,5336135.739422301,-24
691089.7752476098,5336135.776934719,-24
691089.6768504741,5336135.814475354,-24
691089.5783464626,5336135.852057229,-24
691089.4797018252,5336135.889693367,-24
691089.3808828114,5336135.927396792,-24
691089.2818556711,5336135.9651805265,-24
691089.1825866541,5336136.003057594,-24
691089.0830420103,5336136.0410410175,-24
691088.983187989,5336136.079143819,-24
691088.8829908404,5336136.117379025,-24
691088.782416814,5336136.155759656,-24
691088.6814321597,5336136.194298734,-24
691088.5800031273,5336136.233009286,-24
691088.4780959663,5336136.271904332,-24
691088.3756769267,5336136.310996896,-24
691088.2727122582,5336136.350300003,-24
691088.1691682104,5336136.389826674,-24
691088.0650110332,5336136.429589933,-24
691087.9602069765,5336136.469602803,-24
691087.8547222898,5336136.509878307,-24
691087.748523223,5336136.550429467,-24
691087.6415760258,5336136.59126931,-24
691087.5338469481,5336136.632410856,-24
691087.4253022393,5336136.673867129,-24
691087.3159081495,5336136.715651153,-24
691087.2056309284,5336136.757775948,-24
691087.0944368257,5336136.800254542,-24
691086.9822920911,5336136.843099955,-24
691086.8691629744,5336136.88632521,-24
691086.7550157255,5336136.929943332,-24
691086.639816594,5336136.9739673445,-24
691086.5235318296,5336137.018410267,-24
691086.4061276822,5336137.063285126,-24
691086.2875704016,5336137.108604945,-24
691086.1678262373,5336137.154382746,-24
691086.0468614392,5336137.2006315505,-24
691085.9246422573,5336137.247364385,-24
691085.8011349409,5336137.29459427,-24
691085.6763057403,5336137.34233423,-24
691085.5501209046,5336137.390597289,-24
691085.3886726245,5336137.452355097,-24
691085.190194479,5336137.528290797,-24
691084.9880641549,5336137.605637724,-24
691084.7823858237,5336137.684355579,-24
691084.5732636562,5336137.764404067,-24
691084.3608018234,5336137.845742885,-24
691084.1451044969,5336137.92833174,-24
691083.9262758472,5336138.012130331,-24
691083.704420046,5336138.097098364,-24
691083.479641264,5336138.183195535,-24
691083.2520436724,5336138.270381549,-24
691083.0217314423,5336138.358616109,-24
691082.788808745,5336138.4478589175,-24
691082.5533797515,5336138.538069673,-24
691082.3155486328,5336138.6292080805,-24
691082.0754195601,5336138.721233841,-24
691081.8330967044,5336138.814106658,-24
691081.5886842371,5336138.9077862315,-24
691081.342286329,5336139.002232264,-24
691081.0940071514,5336139.097404457,-24
691080.8439508756,5336139.193262515,-24
691080.5922216721,5336139.289766137,-24
691080.3389237126,5336139.386875027,-24
691080.0841611677,5336139.484548885,-24
691079.8280382091,5336139.582747416,-24
691079.5706590074,5336139.68143032,-24
691079.3121277341,5336139.7805573,-24
691079.0525485601,5336139.880088056,-24
691078.7920256563,5336139.979982292,-24
691078.5306631943,5336140.08019971,-24
691078.2685653449,5336140.180700012,-24
691078.0058362792,5336140.281442898,-24
691077.7425801684,5336140.382388073,-24
691077.4789011837,5336140.483495236,-24
691077.214903496,5336140.584724092,-24
691076.9506912766,5336140.686034342,-24
691076.6863686965,5336140.787385687,-24
691076.4220399268,5336140.88873783,-24
691076.1578091388,5336140.990050472,-24
691075.8937805032,5336141.091283316,-24
691075.6300581915,5336141.192396064,-24
691075.3667463746,5336141.293348418,-24
691075.1039492239,5336141.394100079,-24
691074.8417709102,5336141.494610749,-24
691074.5803156047,5336141.594840132,-24
691074.3196874786,5336141.694747929,-24
691074.0599907028,5336141.794293842,-24
691073.8013294486,5336141.893437573,-24
691073.543807887,5336141.992138823,-24
691073.2875301893,5336142.090357294,-24
691073.0326005265,5336142.1880526915,-24
691072.7791230695,5336142.285184714,-24
691072.5272019898,5336142.381713064,-24
691072.2769414581,5336142.477597443,-24
691072.0284456459,5336142.572797556,-24
691071.7818187241,5336142.667273102,-24
691071.5371648639,5336142.760983786,-24
691071.2945882363,5336142.853889305,-24
691071.0541930124,5336142.945949366,-24
691070.8160833636,5336143.03712367,-24
691070.5803634606,5336143.127371917,-24
691070.3471374747,5336143.216653809,-24
691070.1165095769,5336143.304929051,-24
691069.9162144474,5336143.381587141,-24
691069.7157359789,5336143.458312382,-24
691069.5151038644,5336143.535093419,-24
691069.3143477952,5336143.611918892,-24
691069.1134974638,5336143.688777444,-24
691068.912582562,5336143.765657717,-24
691068.711632782,5336143.8425483545,-24
691068.5106778159,5336143.919438002,-24
691068.3097473556,5336143.996315297,-24
691068.1088710934,5336144.073168884,-24
691067.9080787211,5336144.149987406,-24
691067.7073999309,5336144.226759506,-24
691067.5068644148,5336144.303473828,-24
691067.306501865,5336144.380119012,-24
691067.1063419734,5336144.4566837,-24
691066.9064144321,5336144.5331565365,-24
691066.7067489333,5336144.609526164,-24
691066.5073751687,5336144.685781226,-24
691066.3083228309,5336144.761910362,-24
691066.1096216115,5336144.837902217,-24
691065.9113012028,5336144.913745434,-24
691065.7133912969,5336144.989428653,-24
691065.5159215855,5336145.0649405215,-24
691065.3189217611,5336145.140269677,-24
691065.1224215155,5336145.215404764,-24
691064.926450541,5336145.290334426,-24
691064.7310385293,5336145.365047303,-24
691064.5362151728,5336145.439532043,-24
691064.3420101634,5336145.513777283,-24
691064.1484531931,5336145.587771667,-24
691063.9555739542,5336145.661503839,-24
691063.7634021384,5336145.734962441,-24
691063.5719674382,5336145.808136115,-24
